Title,Domain,Branch,Type,Price,Description,ImageURL,DemoVideoURL,Tags,Featured
Development of Central Control Unit for Irrigation water pumps Cost effective method to control entire villager’s water pumps with user level authentication Illiterate’s friendly system,IoT,ECE,Product,8449,Project focusing on development of central control unit for irrigation water pumps cost effective method to control entire villager’s water pumps with user level authentication illiterate’s friendly system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",FALSE
High Power LED based smart streetlight controlling system using GSM and Vehicle Counter,IoT,EEE,Prototype,9253,Project focusing on high power led based smart streetlight controlling system using gsm and vehicle counter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Solar Powered Home Appliances,Embedded,EEE,Prototype,8573,Project focusing on solar powered home appliances.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Hydel Power Generation with Over Head Tank,Robotics,EEE,Prototype,10002,Project focusing on hydel power generation with over head tank.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Power Line Carrier Communication (PLCC) Based SCADA Implementation,Simulation,EEE,Product,9528,Project focusing on power line carrier communication (plcc) based scada implementation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Ac v over and Under Voltage Protection For High Voltage Electrical Appliances And Alerts Using FM Radio Signals,IoT,EEE,Prototype,9253,Project focusing on ac v over and under voltage protection for high voltage electrical appliances and alerts using fm radio signals.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Wireless Power Transmission for Mobile and Vehicle,Robotics,EEE,Prototype,10002,Project focusing on wireless power transmission for mobile and vehicle.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Wireless Power Theft Monitoring And Controlling Unit for Substation,Embedded,EEE,Prototype,8573,Project focusing on wireless power theft monitoring and controlling unit for substation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Wireless power meter monitoring with power theft detection and intimation system using GSM and Zigbee networks,Simulation,EEE,Prototype,9528,Project focusing on wireless power meter monitoring with power theft detection and intimation system using gsm and zigbee networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Solar Maximum Power Point Tracking and Its Application to Green House,Large AI,EEE,Product,10890,Project focusing on solar maximum power point tracking and its application to green house.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Smart Remote Control: Universal Remote Control using RF Sensors and GSM Technology,IoT,ECE,Product,8449,Project focusing on smart remote control: universal remote control using rf sensors and gsm technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",TRUE
Real Time Water Quality Measurement System based on GSM,Machine Learning,Civil,Prototype,9037,Project focusing on real time water quality measurement system based on gsm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
Single Phase Grid Connected Wind Power Using Chopper Based Pi Controller,Large AI,EEE,Product,10890,Project focusing on single phase grid connected wind power using chopper based pi controller.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Power Management of Hybrid Renewable Energy System by Frequency Deviation Control,Robotics,EEE,Prototype,10002,Project focusing on power management of hybrid renewable energy system by frequency deviation control.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Power Line Carrier Communication,Large AI,EEE,Product,10890,Project focusing on power line carrier communication.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Power Control Strategy of a Grid Connected Hybrid System,Robotics,EEE,Product,10002,Project focusing on power control strategy of a grid connected hybrid system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Home Appliances Control System Based On Android Smartphone,Machine Learning,Civil,Prototype,9037,Project focusing on home appliances control system based on android smartphone.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",TRUE
Solar powered boiler with Resonant Converter for Induction Heating Applications,Embedded,EEE,Product,8573,Project focusing on solar powered boiler with resonant converter for induction heating applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Solar Electric Scooter,Machine Learning,EEE,Product,9801,Project focusing on solar electric scooter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Nonlinear Control Design for Maximum Power Point Tracking and Unity Power Factor of a Grid-Connected Photovoltaic Renewable Energy Systems,Machine Learning,EEE,Prototype,9801,Project focusing on nonlinear control design for maximum power point tracking and unity power factor of a grid-connected photovoltaic renewable energy systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Wireless Power Transmission with Self-Regulated Output Voltage For Biomedical Implant,Simulation,EEE,Prototype,9528,Project focusing on wireless power transmission with self-regulated output voltage for biomedical implant.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Solar powered Industrial induction principle based Boiler Controller with Temperature Display,Embedded,EEE,Product,8573,Project focusing on solar powered industrial induction principle based boiler controller with temperature display.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Electrification using Wind Energy with Inverter and super capacitor,Machine Learning,EEE,Prototype,9801,Project focusing on electrification using wind energy with inverter and super capacitor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Industry oriented smart and automated process control system,Machine Learning,Civil,Product,9037,Project focusing on industry oriented smart and automated process control system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
Extended Wireless Monitoring Through Intelligent Hybrid Energy Supply,Machine Learning,CSE,Prototype,8699,Project focusing on extended wireless monitoring through intelligent hybrid energy supply.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
Maximum Power Point Tracker for Sub watt Photovoltaic Module,Machine Learning,EEE,Product,9801,Project focusing on maximum power point tracker for sub watt photovoltaic module.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Design and Implementation of Shaped Magnetic-Resonance-Based Wireless Power Transfer System for Roadway-Powered Moving Electric Vehicles,Machine Learning,EEE,Product,9801,Project focusing on design and implementation of shaped magnetic-resonance-based wireless power transfer system for roadway-powered moving electric vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Implementation of Sensor Network using Efficient CAN Interface,Robotics,EEE,Product,10002,Project focusing on implementation of sensor network using efficient can interface.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Integration and Distribution of Renewable Sources in DC Micro Grid with Energy Storage System,Large AI,EEE,Prototype,10890,Project focusing on integration and distribution of renewable sources in dc micro grid with energy storage system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Design of earth fault relay and alerts through FM radio signals,Robotics,ECE,Product,10501,Project focusing on design of earth fault relay and alerts through fm radio signals.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, ECE",FALSE
Implementation of GSM Based Water Meter A Step towards Automation in Billing System,Machine Learning,Civil,Prototype,9037,Project focusing on implementation of gsm based water meter a step towards automation in billing system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
High Temperature Wireless Sensor Network Monitoring System for Coalmine Fire,Embedded,EEE,Prototype,8573,Project focusing on high temperature wireless sensor network monitoring system for coalmine fire.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
A Low-Power Wireless Sensor for Online Ambient Monitoring,Machine Learning,EEE,Prototype,9801,Project focusing on a low-power wireless sensor for online ambient monitoring.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
MATLAB based Close loop temperature for industrial boiler with Resonant Converter for Induction Heating,Simulation,Civil,Prototype,9524,Project focusing on matlab based close loop temperature for industrial boiler with resonant converter for induction heating.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Civil",TRUE
A smart prepaid energy metering system to control electricity theft,Machine Learning,Medical,Product,8499,Project focusing on a smart prepaid energy metering system to control electricity theft.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Medical",TRUE
Four Quadrant Dc Motor Speed Control with Microcontroller Power Line Carrier Communication (PLCC),Robotics,EEE,Prototype,10002,Project focusing on four quadrant dc motor speed control with microcontroller power line carrier communication (plcc).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Universal Motor Speed Controlling System Based On Power Line Carrier Communication (PLCC),Simulation,EEE,Product,9528,Project focusing on universal motor speed controlling system based on power line carrier communication (plcc).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Automatic Dam Gate Control System with Caution Alarm Using ARM- Lpc-,IoT,Civil,Product,6499,Project focusing on automatic dam gate control system with caution alarm using arm- lpc-.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
Design of an Inverter using ceiling Fan,Robotics,EEE,Prototype,10002,Project focusing on design of an inverter using ceiling fan.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Android Based Home Automation And Feed Back Through FM Radio Signals,Robotics,EEE,Prototype,10002,Project focusing on android based home automation and feed back through fm radio signals.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Wireless Vibration Monitoring System of Industrial Equipments Using FM Transmitter,IoT,ECE,Prototype,8449,Project focusing on wireless vibration monitoring system of industrial equipments using fm transmitter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",FALSE
Advanced Substation Monitoring And Controlling System Based On Power Line Carrier Communication (PLCC),Large AI,EEE,Prototype,10890,Project focusing on advanced substation monitoring and controlling system based on power line carrier communication (plcc).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Energy Efficient Atomized Bottling Plant Using PIC And SCADA With Speed Variable Conveyor Assembly,Machine Learning,Mechanical,Product,9037,Project focusing on energy efficient atomized bottling plant using pic and scada with speed variable conveyor assembly.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Mechanical",FALSE
Power Line Carrier Communication (PLCC) Based Ac Induction Motor Speed Controlling With Zero-Crossing Detection,Embedded,EEE,Product,8573,Project focusing on power line carrier communication (plcc) based ac induction motor speed controlling with zero-crossing detection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Analysis and Practical Considerations in Implementing Multiple Transmitters for Wireless Power Transfer via Coupled Magnetic Resonance,Robotics,EEE,Product,10002,Project focusing on analysis and practical considerations in implementing multiple transmitters for wireless power transfer via coupled magnetic resonance.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Automatic room illumination and fan speed control based on LDR and temperature sensor with respect to human presence,Simulation,Mechanical,Prototype,9524,Project focusing on automatic room illumination and fan speed control based on ldr and temperature sensor with respect to human presence.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",TRUE
Automatic Measurement And Reporting System Of Water Quality Based On FM Radio Signals In Industries,Robotics,Mechanical,Product,12499,Project focusing on automatic measurement and reporting system of water quality based on fm radio signals in industries.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Mechanical",TRUE
Phase Fault Detection and Alerting Through the FM Radio Signals,IoT,Medical,Prototype,6999,Project focusing on phase fault detection and alerting through the fm radio signals.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Medical",TRUE
Power Line Carrier Communication (PLCC) Based Industrial Parameters Monitoring And Controlling System,Robotics,EEE,Prototype,10002,Project focusing on power line carrier communication (plcc) based industrial parameters monitoring and controlling system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
An Advanced Substation Monitoring and Control System with FM Based Voice Alerts,IoT,Civil,Prototype,6499,Project focusing on an advanced substation monitoring and control system with fm based voice alerts.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
Thermoelectric Based Dual Processing Control Using Embedded Controller,Machine Learning,ECE,Prototype,5999,Project focusing on thermoelectric based dual processing control using embedded controller.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",FALSE
Dual Application Wind Mill for ON-Grid and OFF-Grid Applications,Large AI,EEE,Prototype,10890,Project focusing on dual application wind mill for on-grid and off-grid applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Maximum Power Point Tracking of Photo Voltaic Based –Induction Motor Drive Systems,Machine Learning,EEE,Product,9801,Project focusing on maximum power point tracking of photo voltaic based –induction motor drive systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Solar Based Coolants Control System with voltage graph on MATLAB software,Simulation,EEE,Product,9528,Project focusing on solar based coolants control system with voltage graph on matlab software.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Automatic Utilization of Renewable &Non Renewable sources with billing analysis of Net Energy Meter,Embedded,ECE,Prototype,8599,Project focusing on automatic utilization of renewable &non renewable sources with billing analysis of net energy meter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",FALSE
Designing and Simulation of an Automated Irrigation Management System Deployed by using Wireless Sensor Networks (WSN),Simulation,Medical,Prototype,9524,Project focusing on designing and simulation of an automated irrigation management system deployed by using wireless sensor networks (wsn).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Medical",FALSE
